vehicle_number,vehicle_type,offense_count,primary_violation,police_stations,first_offense,last_offense,fine_tier,illustrative_fine,is_watchlist_30d
FKN00GL2450,MOTOR CYCLE,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-03-05,2024-03-15,HIGH,1500,1
FKN00GL24502,SCOOTER,3,NO PARKING,Upparpet,2024-01-14,2024-04-06,HIGH,1500,0
FKN00GL24521,SCOOTER,3,WRONG PARKING,"Rajajinagar, Magadi Road",2023-11-13,2023-12-06,HIGH,1500,1
FKN00GL24523,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2023-11-11,2024-03-30,HIGH,1500,0
FKN00GL24527,PASSENGER AUTO,3,NO PARKING,Shivajinagar,2023-12-03,2024-04-08,HIGH,1500,0
FKN00GL24566,CAR,3,WRONG PARKING,"High ground, Kodigehalli",2023-11-17,2024-02-07,HIGH,1500,0
FKN00GL24370,PASSENGER AUTO,3,NO PARKING,"Upparpet, Chamarajpet",2023-11-11,2024-03-30,HIGH,1500,0
FKN00GL24393,PASSENGER AUTO,3,NO PARKING,City Market,2024-02-07,2024-03-15,HIGH,1500,0
FKN00GL24660,SCOOTER,3,WRONG PARKING,Bellandur,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL32335,PRIVATE BUS,3,WRONG PARKING,"Upparpet, Rajajinagar",2023-11-17,2024-02-09,HIGH,1500,0
FKN00GL3234,MOTOR CYCLE,3,PARKING IN A MAIN ROAD,Mahadevapura,2024-02-01,2024-02-15,HIGH,1500,1
FKN00GL3211,MOTOR CYCLE,3,WRONG PARKING,Vijayanagara,2024-01-30,2024-02-07,HIGH,1500,1
FKN00GL32117,CAR,3,WRONG PARKING,Bellandur,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL32189,CAR,3,NO PARKING,"Magadi Road, Shivajinagar",2024-01-21,2024-02-11,HIGH,1500,1
FKN00GL3219,SCOOTER,3,WRONG PARKING,Vijayanagara,2024-01-30,2024-02-02,HIGH,1500,1
FKN00GL32208,CAR,3,NO PARKING,"Chikkajala, Bellandur",2023-12-26,2024-03-31,HIGH,1500,0
FKN00GL31904,MOTOR CYCLE,3,WRONG PARKING,Rajajinagar,2024-03-16,2024-03-31,HIGH,1500,1
FKN00GL2430,CAR,3,PARKING IN A MAIN ROAD,HAL Old Airport,2023-11-27,2023-11-27,HIGH,1500,1
FKN00GL24337,CAR,3,NO PARKING,"Shivajinagar, Pulikeshinagar(F.Town), Halasur",2023-12-03,2024-04-04,HIGH,1500,0
FKN00GL24355,CAR,3,WRONG PARKING,"Upparpet, Sadashivanagar",2024-01-28,2024-03-30,HIGH,1500,0
FKN00GL24358,CAR,3,WRONG PARKING,"City Market, Electronic City",2023-11-13,2024-02-04,HIGH,1500,0
FKN00GL24360,CAR,3,WRONG PARKING,Upparpet,2024-03-29,2024-03-30,HIGH,1500,1
FKN00GL2414,CAR,3,NO PARKING,"Banaswadi, Mahadevapura, Shivajinagar",2024-01-13,2024-03-27,HIGH,1500,0
FKN00GL24166,SCOOTER,3,NO PARKING,Shivajinagar,2024-01-04,2024-02-17,HIGH,1500,0
FKN00GL2444,TEMPO,3,NO PARKING,Mahadevapura,2024-03-13,2024-03-15,HIGH,1500,1
FKN00GL24001,CAR,3,NO PARKING,Upparpet,2024-01-18,2024-03-23,HIGH,1500,0
FKN00GL24191,PASSENGER AUTO,3,WRONG PARKING,City Market,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL24199,CAR,3,NO PARKING,"Banaswadi, Chikkajala, Bellandur",2024-01-05,2024-02-07,HIGH,1500,0
FKN00GL24213,MOTOR CYCLE,3,WRONG PARKING,"Kodigehalli, Cubbon Park",2024-03-18,2024-03-30,HIGH,1500,1
FKN00GL24218,PASSENGER AUTO,3,NO PARKING,City Market,2024-01-14,2024-03-16,HIGH,1500,0
FKN00GL24223,CAR,3,NO PARKING,"Banaswadi, Jeevanbheemanagar",2023-12-26,2024-02-07,HIGH,1500,0
FKN00GL24241,PRIVATE BUS,3,WRONG PARKING,Upparpet,2024-03-14,2024-03-30,HIGH,1500,1
FKN00GL24251,MAXI-CAB,3,WRONG PARKING,"Upparpet, Chikkajala",2023-11-25,2024-03-30,HIGH,1500,0
FKN00GL24037,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-12-13,2024-03-07,HIGH,1500,0
FKN00GL24039,CAR,3,WRONG PARKING,"Malleshwaram, Sheshadripuram",2024-03-02,2024-04-02,HIGH,1500,1
FKN00GL32282,PASSENGER AUTO,3,WRONG PARKING,"City Market, Chamarajpet",2024-02-11,2024-04-03,HIGH,1500,0
FKN00GL32287,SCOOTER,3,NO PARKING,Vijayanagara,2023-12-14,2024-03-01,HIGH,1500,0
FKN00GL32292,SCOOTER,3,NO PARKING,Electronic City,2024-02-25,2024-04-01,HIGH,1500,0
FKN00GL32296,CAR,3,WRONG PARKING,"Malleshwaram, Vijayanagara",2024-01-20,2024-03-31,HIGH,1500,0
FKN00GL32306,MOTOR CYCLE,3,WRONG PARKING,Yelahanka,2024-02-08,2024-02-11,HIGH,1500,1
FKN00GL32317,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-17,2024-04-01,HIGH,1500,0
FKN00GL24026,PASSENGER AUTO,3,NO PARKING,Shivajinagar,2024-01-01,2024-03-30,HIGH,1500,0
FKN00GL24031,GOODS AUTO,3,WRONG PARKING,Upparpet,2023-12-01,2024-03-30,HIGH,1500,0
FKN00GL23901,CAR,3,NO PARKING,Malleshwaram,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL23916,GOODS AUTO,3,NO PARKING,Mico Layout,2024-03-13,2024-04-01,HIGH,1500,1
FKN00GL32384,CAR,3,NO PARKING,"Upparpet, City Market",2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL32388,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,Chamarajpet,2024-02-11,2024-03-13,HIGH,1500,1
FKN00GL32412,PASSENGER AUTO,3,WRONG PARKING,City Market,2024-02-11,2024-02-15,HIGH,1500,1
FKN00GL3244,MOTOR CYCLE,3,WRONG PARKING,"Magadi Road, Malleshwaram",2024-02-01,2024-02-21,HIGH,1500,1
FKN00GL32456,SCOOTER,3,NO PARKING,Halasuru Gate,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL32457,CAR,3,NO PARKING,Halasuru Gate,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL3225,PASSENGER AUTO,3,NO PARKING,"Upparpet, Shivajinagar",2023-12-18,2024-03-27,HIGH,1500,0
FKN00GL24057,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-03-27,2024-04-02,HIGH,1500,1
FKN00GL24080,CAR,3,NO PARKING,Malleshwaram,2023-12-31,2024-03-30,HIGH,1500,0
FKN00GL24092,PASSENGER AUTO,3,WRONG PARKING,"City Market, V.V.Puram (C.Pet)",2023-12-22,2024-02-07,HIGH,1500,0
FKN00GL2411,MAXI-CAB,3,NO PARKING,"Mahadevapura, Upparpet, HAL Old Airport",2024-01-10,2024-03-15,HIGH,1500,0
FKN00GL23993,CAR,3,WRONG PARKING,Upparpet,2023-11-12,2024-02-07,HIGH,1500,0
FKN00GL23865,MOTOR CYCLE,3,NO PARKING,Hebbala,2023-11-10,2024-02-07,HIGH,1500,0
FKN00GL23882,MOTOR CYCLE,3,NO PARKING,Malleshwaram,2023-12-27,2024-02-06,HIGH,1500,0
FKN00GL23694,SCOOTER,3,NO PARKING,Vijayanagara,2024-02-07,2024-03-30,HIGH,1500,0
FKN00GL23695,CAR,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-03-14,2024-04-05,HIGH,1500,1
FKN00GL32481,CAR,3,WRONG PARKING,"Upparpet, Chikkajala",2023-12-15,2024-02-11,HIGH,1500,0
FKN00GL32489,CAR,3,PARKING IN A MAIN ROAD,"Banaswadi, Kodigehalli, HAL Old Airport",2023-12-08,2024-02-27,HIGH,1500,0
FKN00GL32505,CAR,3,WRONG PARKING,"Upparpet, Halasur",2023-11-29,2024-02-11,HIGH,1500,0
FKN00GL32532,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Chamarajpet",2024-01-22,2024-02-11,HIGH,1500,1
FKN00GL32345,SCOOTER,3,NO PARKING,"Bellandur, HAL Old Airport",2024-02-09,2024-02-22,HIGH,1500,1
FKN00GL32346,LGV,3,WRONG PARKING,Upparpet,2024-02-11,2024-02-17,HIGH,1500,1
FKN00GL32354,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-27,2024-04-01,HIGH,1500,0
FKN00GL23920,MOTOR CYCLE,3,NO PARKING,"HSR Layout, Kodigehalli, Upparpet",2023-12-17,2024-03-16,HIGH,1500,0
FKN00GL2399,MOTOR CYCLE,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-03-11,2024-03-26,HIGH,1500,1
FKN00GL23762,CAR,3,NO PARKING,"Whitefield, HAL Old Airport, Bellandur",2024-02-07,2024-03-26,HIGH,1500,0
FKN00GL24009,MOTOR CYCLE,3,NO PARKING,Upparpet,2024-01-18,2024-02-07,HIGH,1500,1
FKN00GL24015,SCOOTER,3,WRONG PARKING,Upparpet,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL23660,CAR,3,NO PARKING,Sadashivanagar,2023-12-01,2024-02-06,HIGH,1500,0
FKN00GL23664,CAR,3,NO PARKING,Sadashivanagar,2023-12-01,2024-02-06,HIGH,1500,0
FKN00GL23686,PASSENGER AUTO,3,WRONG PARKING,City Market,2024-01-23,2024-02-20,HIGH,1500,1
FKN00GL32627,MOTOR CYCLE,3,NO PARKING,Malleshwaram,2024-04-01,2024-04-01,HIGH,1500,1
FKN00GL32637,SCOOTER,3,NO PARKING,"Halasuru Gate, Magadi Road",2023-12-30,2024-02-11,HIGH,1500,0
FKN00GL32666,CAR,3,WRONG PARKING,"Vijayanagara, Upparpet, Basavanagudi",2024-02-11,2024-02-24,HIGH,1500,1
FKN00GL32673,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-02-11,2024-02-24,HIGH,1500,1
FKN00GL32459,SCOOTER,3,NO PARKING,Halasuru Gate,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL32471,SCOOTER,3,NO PARKING,Shivajinagar,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL23699,SCOOTER,3,WRONG PARKING,Vijayanagara,2024-01-01,2024-02-07,HIGH,1500,0
FKN00GL2370,PRIVATE BUS,3,WRONG PARKING,"K.R. Pura, Upparpet",2024-02-01,2024-04-01,HIGH,1500,0
FKN00GL23752,SCOOTER,3,NO PARKING,Jeevanbheemanagar,2024-02-07,2024-03-05,HIGH,1500,1
FKN00GL23756,MOTOR CYCLE,3,NO PARKING,Jeevanbheemanagar,2024-02-07,2024-03-05,HIGH,1500,1
FKN00GL2379,SCOOTER,3,WRONG PARKING,High ground,2023-11-16,2024-01-01,HIGH,1500,0
FKN00GL23800,CAR,3,PARKING IN A MAIN ROAD,"Mahadevapura, HAL Old Airport",2024-02-07,2024-03-14,HIGH,1500,0
FKN00GL23862,MOTOR CYCLE,3,NO PARKING,"Hebbala, Sadashivanagar",2024-01-31,2024-02-08,HIGH,1500,1
FKN00GL23405,PASSENGER AUTO,3,WRONG PARKING,"Upparpet, Rajajinagar",2024-01-06,2024-03-30,HIGH,1500,0
FKN00GL23472,MAXI-CAB,3,NO PARKING,Bellandur,2024-02-06,2024-02-06,HIGH,1500,1
FKN00GL23550,MOTOR CYCLE,3,NO PARKING,HAL Old Airport,2024-01-10,2024-02-23,HIGH,1500,0
FKN00GL23560,MOTOR CYCLE,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-02-07,2024-02-15,HIGH,1500,1
FKN00GL23309,MAXI-CAB,3,WRONG PARKING,"Chikkajala, HAL Old Airport",2024-01-08,2024-02-06,HIGH,1500,1
FKN00GL23314,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,"Jayanagara, K.S. Layout, Banashankari",2023-11-16,2024-02-06,HIGH,1500,0
FKN00GL23325,SCOOTER,3,WRONG PARKING,Rajajinagar,2024-03-30,2024-04-06,HIGH,1500,1
FKN00GL32704,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Kodigehalli",2023-12-18,2024-03-31,HIGH,1500,0
FKN00GL32748,CAR,3,NO PARKING,HAL Old Airport,2023-11-21,2024-02-11,HIGH,1500,0
FKN00GL32768,LGV,3,WRONG PARKING,"Halasuru Gate, Upparpet",2024-02-11,2024-03-14,HIGH,1500,0
FKN00GL32783,SCOOTER,3,WRONG PARKING,Malleshwaram,2024-02-11,2024-02-23,HIGH,1500,1
FKN00GL3255,PASSENGER AUTO,3,NO PARKING,"City Market, Byatarayanapura",2023-11-29,2024-02-15,HIGH,1500,0
FKN00GL23615,MAXI-CAB,3,WRONG PARKING,"Chikkajala, Bellandur, HAL Old Airport",2024-01-21,2024-03-21,HIGH,1500,0
FKN00GL23622,PASSENGER AUTO,3,WRONG PARKING,Upparpet,2023-11-20,2024-04-08,HIGH,1500,0
FKN00GL23632,SCOOTER,3,WRONG PARKING,"Malleshwaram, Sheshadripuram",2023-11-18,2024-03-30,HIGH,1500,0
FKN00GL23657,SCOOTER,3,NO PARKING,Vijayanagara,2023-12-09,2024-02-07,HIGH,1500,0
FKN00GL33079,CAR,3,NO PARKING,"Jeevanbheemanagar, Malleshwaram, Upparpet",2024-02-11,2024-04-03,HIGH,1500,0
FKN00GL33091,PASSENGER AUTO,3,NO PARKING,Upparpet,2023-12-30,2024-02-22,HIGH,1500,0
FKN00GL33092,PASSENGER AUTO,3,NO PARKING,Upparpet,2024-02-11,2024-02-28,HIGH,1500,1
FKN00GL32807,BUS (BMTC/KSRTC),3,PARKING IN A MAIN ROAD,"Banaswadi, Mahadevapura",2024-02-11,2024-04-01,HIGH,1500,0
FKN00GL32863,CAR,3,NO PARKING,Upparpet,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL32931,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Mahadevapura, Banaswadi",2023-12-17,2024-02-11,HIGH,1500,0
FKN00GL32684,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2024-01-21,2024-02-11,HIGH,1500,1
FKN00GL23265,CAR,3,NO PARKING,"Chikkajala, Wilson Garden",2023-12-08,2024-02-06,HIGH,1500,0
FKN00GL23268,SCOOTER,3,WRONG PARKING,"Rajajinagar, Vijayanagara",2024-03-17,2024-03-29,HIGH,1500,1
FKN00GL23271,CAR,3,WRONG PARKING,Chikkajala,2024-02-06,2024-02-06,HIGH,1500,1
FKN00GL23276,CAR,3,NO PARKING,Chikkajala,2024-02-06,2024-02-06,HIGH,1500,1
FKN00GL2328,MOTOR CYCLE,3,NO PARKING,Jeevanbheemanagar,2024-03-15,2024-03-15,HIGH,1500,1
FKN00GL2329,MOTOR CYCLE,3,NO PARKING,Jeevanbheemanagar,2024-03-15,2024-03-15,HIGH,1500,1
FKN00GL23296,CAR,3,WRONG PARKING,"Chikkajala, HSR Layout, Hulimavu",2024-01-17,2024-02-08,HIGH,1500,1
FKN00GL23173,PASSENGER AUTO,3,WRONG PARKING,"Electronic City, Malleshwaram",2023-11-27,2024-03-30,HIGH,1500,0
FKN00GL23394,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2023-12-26,2024-02-21,HIGH,1500,0
FKN00GL23187,PASSENGER AUTO,3,WRONG PARKING,City Market,2024-02-05,2024-03-06,HIGH,1500,1
FKN00GL23195,SCOOTER,3,NO PARKING,Jeevanbheemanagar,2024-02-07,2024-03-30,HIGH,1500,0
FKN00GL23199,SCOOTER,3,WRONG PARKING,High ground,2024-01-20,2024-02-06,HIGH,1500,1
FKN00GL23200,SCOOTER,3,WRONG PARKING,High ground,2023-12-06,2024-02-06,HIGH,1500,0
FKN00GL23201,MOTOR CYCLE,3,WRONG PARKING,High ground,2024-02-06,2024-02-06,HIGH,1500,1
FKN00GL23204,SCOOTER,3,WRONG PARKING,High ground,2023-12-26,2024-02-06,HIGH,1500,0
FKN00GL23226,PASSENGER AUTO,3,NO PARKING,Hebbala,2024-02-05,2024-02-05,HIGH,1500,1
FKN00GL23033,SCOOTER,3,NO PARKING,Jeevanbheemanagar,2023-12-08,2024-03-30,HIGH,1500,0
FKN00GL23034,SCOOTER,3,WRONG PARKING,High ground,2024-01-04,2024-02-12,HIGH,1500,0
FKN00GL23070,CAR,3,WRONG PARKING,Rajajinagar,2024-01-11,2024-02-21,HIGH,1500,0
FKN00GL32994,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-02-11,2024-03-03,HIGH,1500,1
FKN00GL32998,PASSENGER AUTO,3,WRONG PARKING,Halasuru Gate,2023-12-06,2024-02-11,HIGH,1500,0
FKN00GL33014,PASSENGER AUTO,3,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,Mahadevapura,2023-11-18,2024-04-01,HIGH,1500,0
FKN00GL3304,SCOOTER,3,NO PARKING,HAL Old Airport,2024-01-11,2024-03-28,HIGH,1500,0
FKN00GL33044,SCOOTER,3,NO PARKING,Kodigehalli,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL33050,MOTOR CYCLE,3,NO PARKING,Kodigehalli,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL230045,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-22,2023-11-22,HIGH,1500,1
FKN00GL23012,PASSENGER AUTO,3,NO PARKING,"Jeevanbheemanagar, Shivajinagar",2023-11-14,2024-02-21,HIGH,1500,0
FKN00GL23025,CAR,3,NO PARKING,Jeevanbheemanagar,2023-12-17,2024-02-20,HIGH,1500,0
FKN00GL22739,SCOOTER,3,WRONG PARKING,Kamakshipalya,2023-12-13,2024-03-12,HIGH,1500,0
FKN00GL33168,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2023-11-18,2024-02-11,HIGH,1500,0
FKN00GL33182,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,"Mahadevapura, Banaswadi",2024-02-11,2024-03-02,HIGH,1500,1
FKN00GL3320,LGV,3,WRONG PARKING,Halasuru Gate,2024-02-03,2024-02-03,HIGH,1500,1
FKN00GL33207,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-12-21,2024-03-07,HIGH,1500,0
FKN00GL3321,CAR,3,WRONG PARKING,Halasuru Gate,2024-02-03,2024-02-03,HIGH,1500,1
FKN00GL32966,CAR,3,WRONG PARKING,"Shivajinagar, Upparpet",2023-11-10,2024-03-31,HIGH,1500,0
FKN00GL2308,CAR,3,NO PARKING,"Halasur, Pulikeshinagar(F.Town)",2023-12-01,2024-02-09,HIGH,1500,0
FKN00GL23083,CAR,3,NO PARKING,"Bellandur, Chikkajala",2024-02-04,2024-02-06,HIGH,1500,1
FKN00GL23088,SCOOTER,3,WRONG PARKING,High ground,2023-12-26,2024-02-06,HIGH,1500,0
FKN00GL23089,CAR,3,NO PARKING,Bellandur,2023-11-30,2024-02-06,HIGH,1500,0
FKN00GL22944,CAR,3,WRONG PARKING,"Upparpet, High ground",2023-11-20,2024-03-29,HIGH,1500,0
FKN00GL229457,SCOOTER,3,NO PARKING,Magadi Road,2023-11-21,2023-11-21,HIGH,1500,1
FKN00GL22894,CAR,3,NO PARKING,Adugodi,2024-01-19,2024-02-06,HIGH,1500,1
FKN00GL22910,CAR,3,NO PARKING,Adugodi,2023-12-22,2024-02-06,HIGH,1500,0
FKN00GL2292,GOODS AUTO,3,NO PARKING,Magadi Road,2024-03-15,2024-03-16,HIGH,1500,1
FKN00GL22936,CAR,3,PARKING IN A MAIN ROAD,"HAL Old Airport, Banaswadi, Mahadevapura",2024-03-05,2024-03-30,HIGH,1500,1
FKN00GL2259,SCOOTER,3,NO PARKING,Upparpet,2024-01-10,2024-03-22,HIGH,1500,0
FKN00GL2261,SCOOTER,3,NO PARKING,"Malleshwaram, Shivajinagar",2023-11-27,2024-03-02,HIGH,1500,0
FKN00GL33303,CAR,3,NO PARKING,Halasur,2024-02-11,2024-04-07,HIGH,1500,0
FKN00GL33306,GOODS AUTO,3,NO PARKING,Jeevanbheemanagar,2023-12-30,2024-03-31,HIGH,1500,0
FKN00GL3333,PASSENGER AUTO,3,NO PARKING,Upparpet,2024-03-06,2024-03-28,HIGH,1500,1
FKN00GL33336,SCOOTER,3,WRONG PARKING,Upparpet,2023-11-25,2024-03-26,HIGH,1500,0
FKN00GL33346,CAR,3,NO PARKING,Shivajinagar,2024-02-04,2024-03-03,HIGH,1500,1
FKN00GL33116,SCOOTER,3,NO PARKING,"Kodigehalli, Shivajinagar",2024-02-11,2024-03-10,HIGH,1500,1
FKN00GL22953,GOODS AUTO,3,WRONG PARKING,"High ground, City Market",2023-12-28,2024-02-03,HIGH,1500,0
FKN00GL22961,SCOOTER,3,WRONG PARKING,High ground,2023-11-28,2024-02-06,HIGH,1500,0
FKN00GL229625,SCOOTER,3,WRONG PARKING,"Malleshwaram, Sadashivanagar",2024-03-26,2024-03-27,HIGH,1500,1
FKN00GL22979,SCOOTER,3,WRONG PARKING,Malleshwaram,2024-02-18,2024-03-31,HIGH,1500,0
FKN00GL22649,SCOOTER,3,WRONG PARKING,Upparpet,2023-11-15,2024-04-06,HIGH,1500,0
FKN00GL22666,LGV,3,WRONG PARKING,"City Market, Halasuru Gate",2023-11-22,2024-02-03,HIGH,1500,0
FKN00GL22687,CAR,3,WRONG PARKING,"Malleshwaram, Shivajinagar",2023-12-14,2024-03-10,HIGH,1500,0
FKN00GL22709,LGV,3,WRONG PARKING,City Market,2024-01-10,2024-02-03,HIGH,1500,1
FKN00GL22518,SCOOTER,3,NO PARKING,HAL Old Airport,2024-01-09,2024-02-03,HIGH,1500,1
FKN00GL33470,CAR,3,NO PARKING,Upparpet,2024-02-11,2024-03-25,HIGH,1500,0
FKN00GL33475,CAR,3,WRONG PARKING,"Upparpet, High ground, Chikkajala",2024-02-11,2024-02-21,HIGH,1500,1
FKN00GL33482,CAR,3,NO PARKING,Upparpet,2024-02-11,2024-02-13,HIGH,1500,1
FKN00GL33484,CAR,3,NO PARKING,Upparpet,2024-02-11,2024-02-11,HIGH,1500,1
FKN00GL33244,CAR,3,WRONG PARKING,"Byatarayanapura, Electronic City",2023-12-31,2024-02-11,HIGH,1500,0
FKN00GL33247,CAR,3,NO PARKING,"HAL Old Airport, Malleshwaram",2023-11-23,2024-02-11,HIGH,1500,0
FKN00GL227392,MOTOR CYCLE,3,NO PARKING,Upparpet,2023-11-28,2023-11-28,HIGH,1500,1
FKN00GL22742,CAR,3,WRONG PARKING,"Malleshwaram, High ground",2023-12-10,2024-02-03,HIGH,1500,0
FKN00GL22754,CAR,3,WRONG PARKING,"Upparpet, Kodigehalli",2024-02-03,2024-03-24,HIGH,1500,0
FKN00GL22763,SCOOTER,3,WRONG PARKING,High ground,2023-11-22,2024-02-03,HIGH,1500,0
FKN00GL2288,PASSENGER AUTO,3,WRONG PARKING,"Chamarajpet, Shivajinagar, Upparpet",2023-11-19,2024-01-05,HIGH,1500,0
FKN00GL33765,CAR,3,WRONG PARKING,"K.R. Pura, HAL Old Airport",2024-02-11,2024-02-28,HIGH,1500,1
FKN00GL33511,CAR,3,NO PARKING,"Upparpet, Mahadevapura, HAL Old Airport",2023-12-06,2024-03-13,HIGH,1500,0
FKN00GL2252,SCOOTER,3,NO PARKING,Upparpet,2023-11-15,2023-11-17,HIGH,1500,1
FKN00GL2253,MOTOR CYCLE,3,NO PARKING,Jeevanbheemanagar,2024-01-12,2024-03-15,HIGH,1500,0
FKN00GL22536,SCOOTER,3,NO PARKING,Upparpet,2024-01-06,2024-03-04,HIGH,1500,0
FKN00GL22563,CAR,3,WRONG PARKING,"Shivajinagar, Rajajinagar, Upparpet",2024-02-03,2024-03-27,HIGH,1500,0
FKN00GL22387,GOODS AUTO,3,WRONG PARKING,Halasuru Gate,2023-12-15,2024-03-14,HIGH,1500,0
FKN00GL22389,CAR,3,WRONG PARKING,Vijayanagara,2024-02-02,2024-03-21,HIGH,1500,0
FKN00GL3354,SCOOTER,3,WRONG PARKING,Halasuru Gate,2024-02-03,2024-02-03,HIGH,1500,1
FKN00GL3355,CAR,3,WRONG PARKING,Shivajinagar,2023-12-07,2024-01-30,HIGH,1500,0
FKN00GL33556,PASSENGER AUTO,3,WRONG PARKING,Upparpet,2023-11-10,2024-02-11,HIGH,1500,0
FKN00GL33585,SCOOTER,3,WRONG PARKING,Upparpet,2023-12-22,2024-02-11,HIGH,1500,0
FKN00GL3360,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Halasur, Jeevanbheemanagar",2023-11-16,2024-01-30,HIGH,1500,0
FKN00GL33423,CAR,3,NO PARKING,"Upparpet, Halasuru Gate",2024-01-03,2024-03-31,HIGH,1500,0
FKN00GL33427,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-12-31,2024-04-01,HIGH,1500,0
FKN00GL22623,PRIVATE BUS,3,WRONG PARKING,"Upparpet, Sheshadripuram",2023-11-13,2024-02-15,HIGH,1500,0
FKN00GL2203,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2023-11-17,2024-03-22,HIGH,1500,0
FKN00GL22402,PASSENGER AUTO,3,NO PARKING,Malleshwaram,2024-01-22,2024-03-08,HIGH,1500,0
FKN00GL2241,GOODS AUTO,3,WRONG PARKING,"Chamarajpet, K.R. Pura, City Market",2024-02-21,2024-04-07,HIGH,1500,0
FKN00GL224125,CAR,3,WRONG PARKING,Shivajinagar,2023-12-24,2023-12-24,HIGH,1500,1
FKN00GL22415,CAR,3,WRONG PARKING,Shivajinagar,2023-11-17,2024-02-02,HIGH,1500,0
FKN00GL22427,CAR,3,WRONG PARKING,"Upparpet, Malleshwaram",2023-11-15,2024-02-02,HIGH,1500,0
FKN00GL22438,CAR,3,NO PARKING,"Vijayanagara, Magadi Road",2023-11-16,2024-02-15,HIGH,1500,0
FKN00GL2244,CAR,3,WRONG PARKING,Malleshwaram,2024-02-17,2024-03-23,HIGH,1500,0
FKN00GL22497,MOTOR CYCLE,3,NO PARKING,HAL Old Airport,2023-11-29,2024-02-14,HIGH,1500,0
FKN00GL22246,PASSENGER AUTO,3,WRONG PARKING,Upparpet,2023-12-03,2024-02-06,HIGH,1500,0
FKN00GL22268,CAR,3,WRONG PARKING,"Vijayanagara, Rajajinagar",2024-02-06,2024-03-17,HIGH,1500,0
FKN00GL33664,CAR,3,NO PARKING,"Upparpet, Malleshwaram",2024-01-13,2024-02-26,HIGH,1500,0
FKN00GL3368,SCOOTER,3,WRONG PARKING,Byatarayanapura,2024-01-15,2024-02-01,HIGH,1500,1
FKN00GL33689,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-27,2024-04-01,HIGH,1500,0
FKN00GL33732,CAR,3,WRONG PARKING,"Malleshwaram, Byatarayanapura",2023-11-16,2024-03-31,HIGH,1500,0
FKN00GL33761,MOTOR CYCLE,3,NO PARKING,"Halasur, Jeevanbheemanagar",2024-02-11,2024-02-12,HIGH,1500,1
FKN00GL22134,CAR,3,WRONG PARKING,No Police Station,2024-02-06,2024-04-03,HIGH,1500,0
FKN00GL22183,PASSENGER AUTO,3,NO PARKING,Shivajinagar,2024-02-06,2024-03-04,HIGH,1500,1
FKN00GL22200,GOODS AUTO,3,WRONG PARKING,HSR Layout,2024-01-14,2024-02-06,HIGH,1500,1
FKN00GL2222,PASSENGER AUTO,3,WRONG PARKING,"Malleshwaram, City Market",2023-11-17,2024-01-09,HIGH,1500,0
FKN00GL219193,MOTOR CYCLE,3,WRONG PARKING,Shivajinagar,2023-11-22,2023-11-22,HIGH,1500,1
FKN00GL21924,PASSENGER AUTO,3,WRONG PARKING,"Upparpet, Vijayanagara, Shivajinagar",2023-12-31,2024-03-30,HIGH,1500,0
FKN00GL33827,CAR,3,NO PARKING,Adugodi,2023-11-12,2024-02-11,HIGH,1500,0
